i, t, s
12604, 0.285805, -21783.295795
12605, 0.285828, -21704.035134
12606, 0.285850, -21539.511973
12607, 0.285873, -21290.376523
12608, 0.285896, -20957.611369
12609, 0.285918, -20542.527599
12610, 0.285941, -20046.759638
12611, 0.285964, -19472.258809
12612, 0.285986, -18821.285658
12613, 0.286009, -18096.401055
12614, 0.286032, -17300.456119
12615, 0.286054, -16436.581009
12616, 0.286077, -15508.172611
12617, 0.286100, -14518.881181
12618, 0.286122, -13472.595991
12619, 0.286145, -12373.430045
12620, 0.286168, -11225.703906
12621, 0.286190, -10033.928711
12622, 0.286213, -8802.788447
12623, 0.286236, -7537.121534
12624, 0.286259, -6241.901816
12625, 0.286281, -4922.219010
12626, 0.286304, -3583.258708
12627, 0.286327, -2230.282001
12628, 0.286349, -868.604805
12629, 0.286372, 496.423024
12630, 0.286395, 1859.438710
12631, 0.286417, 3215.087624
12632, 0.286440, 4558.044321
12633, 0.286463, 5883.033461
12634, 0.286485, 7184.850530
12635, 0.286508, 8458.382282
12636, 0.286531, 9698.626825
12637, 0.286553, 10900.713267
12638, 0.286576, 12059.920841
12639, 0.286599, 13171.697451
12640, 0.286621, 14231.677539
12641, 0.286644, 15235.699237
12642, 0.286667, 16179.820699
12643, 0.286689, 17060.335584
12644, 0.286712, 17873.787600
12645, 0.286735, 18616.984075
12646, 0.286757, 19287.008487
12647, 0.286780, 19881.231908
12648, 0.286803, 20397.323319
12649, 0.286825, 20833.258756
12650, 0.286848, 21187.329247
12651, 0.286871, 21458.147508
12652, 0.286893, 21644.653383
12653, 0.286916, 21746.117992
12654, 0.286939, 21762.146579
12655, 0.286961, 21692.680050
12656, 0.286984, 21537.995187
12657, 0.287007, 21298.703546
12658, 0.287029, 20975.749041
12659, 0.287052, 20570.404221
12660, 0.287075, 20084.265252
12661, 0.287098, 19519.245636
12662, 0.287120, 18877.568675
12663, 0.287143, 18161.758727
12664, 0.287166, 17374.631273
12665, 0.287188, 16519.281842
12666, 0.287211, 15599.073838
12667, 0.287234, 14617.625317
12668, 0.287256, 13578.794758
12669, 0.287279, 12486.665893
12670, 0.287302, 11345.531659
12671, 0.287324, 10159.877318
12672, 0.287347, 8934.362830
12673, 0.287370, 7673.804537
12674, 0.287392, 6383.156237
12675, 0.287415, 5067.489712
12676, 0.287438, 3731.974801
12677, 0.287460, 2381.859085
12678, 0.287483, 1022.447268
12679, 0.287506, -340.919669
12680, 0.287528, -1702.885444
12681, 0.287551, -3058.099528
12682, 0.287574, -4401.238156
12683, 0.287596, -5727.025244
12684, 0.287619, -7030.253116
12685, 0.287642, -8305.802956
12686, 0.287664, -9548.664917
12687, 0.287687, -10753.957795
12688, 0.287710, -11916.948201
12689, 0.287732, -13033.069150
12690, 0.287755, -14097.937994
12691, 0.287778, -15107.373632
12692, 0.287800, -16057.412928
12693, 0.287823, -16944.326266
12694, 0.287846, -17764.632197
12695, 0.287868, -18515.111103
12696, 0.287891, -19192.817832
12697, 0.287914, -19795.093257
12698, 0.287937, -20319.574710
12699, 0.287959, -20764.205251
12700, 0.287982, -21127.241733
12701, 0.288005, -21407.261637
12702, 0.288027, -21603.168647
12703, 0.288050, -21714.196942
12704, 0.288073, -21739.914185
12705, 0.288095, -21680.223215
12706, 0.288118, -21535.362404
12707, 0.288141, -21305.904714
12708, 0.288163, -20992.755424
12709, 0.288186, -20597.148562
12710, 0.288209, -20120.642042
12711, 0.288231, -19565.111529
12712, 0.288254, -18932.743053
12713, 0.288277, -18226.024412
12714, 0.288299, -17447.735378
12715, 0.288322, -16600.936771
12716, 0.288345, -15688.958416
12717, 0.288367, -14715.386051
12718, 0.288390, -13684.047229
12719, 0.288413, -12598.996270
12720, 0.288435, -11464.498320
12721, 0.288458, -10285.012593
12722, 0.288481, -9065.174834
12723, 0.288503, -7809.779108
12724, 0.288526, -6523.758953
12725, 0.288549, -5212.167993
12726, 0.288571, -3880.160083
12727, 0.288594, -2532.969050
12728, 0.288617, -1175.888135
12729, 0.288639, 185.750809
12730, 0.288662, 1546.598265
12731, 0.288685, 2901.308068
12732, 0.288707, 4244.558405
12733, 0.288730, 5571.072727
12734, 0.288753, 6875.640471
12735, 0.288776, 8153.137532
12736, 0.288798, 9398.546384
12737, 0.288821, 10606.975790
12738, 0.288844, 11773.680013
12739, 0.288866, 12894.077452
12740, 0.288889, 13963.768633
12741, 0.288912, 14978.553484
12742, 0.288934, 15934.447830
12743, 0.288957, 16827.699033
12744, 0.288980, 17654.800720
12745, 0.289002, 18412.506556
12746, 0.289025, 19097.842978
12747, 0.289048, 19708.120866
12748, 0.289070, 20240.946098
12749, 0.289093, 20694.228938
12750, 0.289116, 21066.192234
12751, 0.289138, 21355.378386
12752, 0.289161, 21560.655056
12753, 0.289184, 21681.219604
12754, 0.289206, 21716.602222
12755, 0.289229, 21666.667770
12756, 0.289252, 21531.616290
12757, 0.289274, 21311.982203
12758, 0.289297, 21008.632194
12759, 0.289320, 20622.761795
12760, 0.289342, 20155.890674
12761, 0.289365, 19609.856645
12762, 0.289388, 18986.808438
12763, 0.289410, 18289.197242
12764, 0.289433, 17519.767061
12765, 0.289456, 16681.543923
12766, 0.289478, 15777.823976
12767, 0.289501, 14812.160529
12768, 0.289524, 13788.350079
12769, 0.289546, 12710.417388
12770, 0.289569, 11582.599658
12771, 0.289592, 10409.329875
12772, 0.289615, 9195.219389
12773, 0.289637, 7945.039785
12774, 0.289660, 6663.704133
12775, 0.289683, 5356.247677
12776, 0.289705, 4027.808054
12777, 0.289728, 2683.605100
12778, 0.289751, 1328.920342
12779, 0.289773, -30.923754
12780, 0.289796, -1390.584694
12781, 0.289819, -2744.720946
12782, 0.289841, -4088.012924
12783, 0.289864, -5415.183887
12784, 0.289887, -6721.020665
12785, 0.289909, -8000.394139
12786, 0.289932, -9248.279383
12787, 0.289955, -10459.775406
12788, 0.289977, -11630.124396
12789, 0.290000, -12754.730406
12790, 0.290023, -13829.177403
12791, 0.290045, -14849.246608
12792, 0.290068, -15810.933061
12793, 0.290091, -16710.461346
12794, 0.290113, -17544.300409
12795, 0.290136, -18309.177424
12796, 0.290159, -19002.090637
12797, 0.290181, -19620.321144
12798, 0.290204, -20161.443562
12799, 0.290227, -20623.335545
12800, 0.290249, -21004.186104
12801, 0.290272, -21302.502712
12802, 0.290295, -21517.117150
12803, 0.290317, -21647.190084
12804, 0.290340, -21692.214346
12805, 0.290363, -21652.016910
12806, 0.290385, -21526.759562
12807, 0.290408, -21316.938242
12808, 0.290431, -21023.381085
12809, 0.290454, -20647.245152
12810, 0.290476, -20190.011871
12811, 0.290499, -19653.481196
12812, 0.290522, -19039.764530
12813, 0.290544, -18351.276409
12814, 0.290567, -17590.725007
12815, 0.290590, -16761.101480
12816, 0.290612, -15865.668206
12817, 0.290635, -14907.945953
12818, 0.290658, -13891.700037
12819, 0.290680, -12820.925517
12820, 0.290703, -11699.831493
12821, 0.290726, -10532.824557
12822, 0.290748, -9324.491474
12823, 0.290771, -8079.581155
12824, 0.290794, -6802.985992
12825, 0.290816, -5499.722630
12826, 0.290839, -4174.912258
12827, 0.290862, -2833.760479
12828, 0.290884, -1481.536860
12829, 0.290907, -123.554225
12830, 0.290930, 1234.852218
12831, 0.290952, 2588.345838
12832, 0.290975, 3931.609546
12833, 0.290998, 5259.366684
12834, 0.291020, 6566.401751
12835, 0.291043, 7847.580891
12836, 0.291066, 9097.872061
12837, 0.291088, 10312.364787
12838, 0.291111, 11486.289460
12839, 0.291134, 12615.036057
12840, 0.291156, 13694.172255
12841, 0.291179, 14719.460827
12842, 0.291202, 15686.876285
12843, 0.291224, 16592.620681
12844, 0.291247, 17433.138521
12845, 0.291270, 18205.130719
12846, 0.291293, 18905.567548
12847, 0.291315, 19531.700528
12848, 0.291338, 20081.073215
12849, 0.291361, 20551.530833
12850, 0.291383, 20941.228731
12851, 0.291406, 21248.639609
12852, 0.291429, 21472.559511
12853, 0.291451, 21612.112535
12854, 0.291474, 21666.754261
12855, 0.291497, 21636.273877
12856, 0.291519, 21520.794987
12857, 0.291542, 21320.775113
12858, 0.291565, 21037.003885
12859, 0.291587, 20670.599920
12860, 0.291610, 20223.006413
12861, 0.291633, 19695.985453
12862, 0.291655, 19091.611090
12863, 0.291678, 18412.261164
12864, 0.291701, 17660.607959
12865, 0.291723, 16839.607686
12866, 0.291746, 15952.488856
12867, 0.291769, 15002.739587
12868, 0.291791, 13994.093889
12869, 0.291814, 12930.516981
12870, 0.291837, 11816.189702
12871, 0.291859, 10655.492082
12872, 0.291882, 9452.986119
12873, 0.291905, 8213.397854
12874, 0.291927, 6941.598793
12875, 0.291950, 5642.586765
12876, 0.291973, 4321.466280
12877, 0.291995, 2983.428471
12878, 0.292018, 1633.730698
12879, 0.292041, 277.675888
12880, 0.292063, -1079.408297
12881, 0.292086, -2432.190393
12882, 0.292109, -3775.356078
12883, 0.292132, -5103.629053
12884, 0.292154, -6411.791762
12885, 0.292177, -7694.705891
12886, 0.292200, -8947.332553
12887, 0.292222, -10164.752072
12888, 0.292245, -11342.183314
12889, 0.292268, -12475.002454
12890, 0.292290, -13558.761144
12891, 0.292313, -14589.203972
12892, 0.292336, -15562.285176
12893, 0.292358, -16474.184529
12894, 0.292381, -17321.322333
12895, 0.292404, -18100.373473
12896, 0.292426, -18808.280472
12897, 0.292449, -19442.265484
12898, 0.292472, -19999.841199
12899, 0.292494, -20478.820600
12900, 0.292517, -20877.325542
12901, 0.292540, -21193.794114
12902, 0.292562, -21426.986765
12903, 0.292585, -21575.991153
12904, 0.292608, -21640.225721
12905, 0.292630, -21619.441962
12906, 0.292653, -21513.725384
12907, 0.292676, -21323.495153
12908, 0.292698, -21049.502438
12909, 0.292721, -20692.827440
12910, 0.292744, -20254.875136
12911, 0.292766, -19737.369745
12912, 0.292789, -19142.347936
12913, 0.292812, -18472.150817
12914, 0.292834, -17729.414722
12915, 0.292857, -16917.060841
12916, 0.292880, -16038.283730
12917, 0.292902, -15096.538750
12918, 0.292925, -14095.528480
12919, 0.292948, -13039.188159
12920, 0.292971, -11931.670216
12921, 0.292993, -10777.327947
12922, 0.293016, -9580.698407
12923, 0.293039, -8346.484568
12924, 0.293061, -7079.536849
12925, 0.293084, -5784.834041
12926, 0.293107, -4467.463750
12927, 0.293129, -3132.602402
12928, 0.293152, -1785.494904
12929, 0.293175, -431.434033
12930, 0.293197, 924.260354
12931, 0.293220, 2276.262227
12932, 0.293243, 3619.260302
12933, 0.293265, 4947.978909
12934, 0.293288, 6257.198714
12935, 0.293311, 7541.777223
12936, 0.293333, 8796.668982
12937, 0.293356, 10016.945391
12938, 0.293379, 11197.814062
12939, 0.293401, 12334.637643
12940, 0.293424, 13422.952027
12941, 0.293447, 14458.483879
12942, 0.293469, 15437.167422
12943, 0.293492, 16355.160395
12944, 0.293515, 17208.859138
12945, 0.293537, 17994.912741
12946, 0.293560, 18710.236196
12947, 0.293583, 19352.022504
12948, 0.293605, 19917.753687
12949, 0.293628, 20405.210675
12950, 0.293651, 20812.482001
12951, 0.293673, 21137.971303
12952, 0.293696, 21380.403579
12953, 0.293719, 21538.830180
12954, 0.293741, 21612.632523
12955, 0.293764, 21601.524508
12956, 0.293787, 21505.553624
12957, 0.293810, 21325.100749
12958, 0.293832, 21060.878639
12959, 0.293855, 20713.929111
12960, 0.293878, 20285.618936
12961, 0.293900, 19777.634456
12962, 0.293923, 19191.974944
12963, 0.293946, 18530.944734
12964, 0.293968, 17797.144155
12965, 0.293991, 16993.459304
12966, 0.294014, 16123.050693
12967, 0.294036, 15189.340819
12968, 0.294059, 14196.000710
12969, 0.294082, 13146.935488
12970, 0.294104, 12046.269020
12971, 0.294127, 10898.327706
12972, 0.294150, 9707.623471
12973, 0.294172, 8478.836035
12974, 0.294195, 7216.794517
12975, 0.294218, 5926.458460
12976, 0.294240, 4612.898340
12977, 0.294263, 3281.275637
12978, 0.294286, 1936.822562
12979, 0.294308, 584.821492
12980, 0.294331, -769.415784
12981, 0.294354, -2120.568932
12982, 0.294376, -3463.329974
12983, 0.294399, -4792.424144
12984, 0.294422, -6102.630604
12985, 0.294444, -7388.802958
12986, 0.294467, -8645.889461
12987, 0.294490, -9868.952864
12988, 0.294512, -11053.189804
12989, 0.294535, -12193.949670
12990, 0.294558, -13286.752863
12991, 0.294580, -14327.308392
12992, 0.294603, -15311.530718
12993, 0.294626, -16235.555795
12994, 0.294649, -17095.756247
12995, 0.294671, -17888.755598
12996, 0.294694, -18611.441532
12997, 0.294717, -19260.978108
12998, 0.294739, -19834.816885
12999, 0.294762, -20330.706921
13000, 0.294785, -20746.703608
13001, 0.294807, -21081.176291
13002, 0.294830, -21332.814664
13003, 0.294853, -21500.633902
13004, 0.294875, -21583.978513
13005, 0.294898, -21582.524903
13006, 0.294921, -21496.282628
13007, 0.294943, -21325.594342
13008, 0.294966, -21071.134439
13009, 0.294989, -20733.906385
13010, 0.295011, -20315.238761
13011, 0.295034, -19816.780031
13012, 0.295057, -19240.492050
13013, 0.295079, -18588.642342
13014, 0.295102, -17863.795179
13015, 0.295125, -17068.801494
13016, 0.295147, -16206.787667
13017, 0.295170, -15281.143229
13018, 0.295193, -14295.507536
13019, 0.295215, -13253.755461
13020, 0.295238, -12159.982157
13021, 0.295261, -11018.486962
13022, 0.295283, -9833.756499
13023, 0.295306, -8610.447039
13024, 0.295329, -7353.366205
13025, 0.295351, -6067.454074
13026, 0.295374, -4757.763765
13027, 0.295397, -3429.441583
13028, 0.295420, -2087.706797
13029, 0.295442, -737.831131
13030, 0.295465, 614.881948
13031, 0.295488, 1965.118067
13032, 0.295510, 3307.572823
13033, 0.295533, 4636.972625
13034, 0.295556, 5948.095409
13035, 0.295578, 7235.791149
13036, 0.295601, 8495.002088
13037, 0.295624, 9720.782605
13038, 0.295646, 10908.318634
13039, 0.295669, 12052.946578
13040, 0.295692, 13150.171617
13041, 0.295714, 14195.685361
13042, 0.295737, 15185.382768
13043, 0.295760, 16115.378263
13044, 0.295782, 16982.020987
13045, 0.295805, 17781.909138
13046, 0.295828, 18511.903314
13047, 0.295850, 19169.138845
13048, 0.295873, 19751.037025
13049, 0.295896, 20255.315236
13050, 0.295918, 20679.995899
13051, 0.295941, 21023.414232
13052, 0.295964, 21284.224772
13053, 0.295986, 21461.406649
13054, 0.296009, 21554.267583
13055, 0.296032, 21562.446587
13056, 0.296054, 21485.915367
13057, 0.296077, 21324.978426
13058, 0.296100, 21080.271844
13059, 0.296122, 20752.760772
13060, 0.296145, 20343.735618
13061, 0.296168, 19854.806969
13062, 0.296190, 19287.899245
13063, 0.296213, 18645.243125
13064, 0.296236, 17929.366773
13065, 0.296259, 17143.085888
13066, 0.296281, 16289.492633
13067, 0.296304, 15371.943473
13068, 0.296327, 14394.045974
13069, 0.296349, 13359.644626
13070, 0.296372, 12272.805721
13071, 0.296395, 11137.801374
13072, 0.296417, 9959.092728
13073, 0.296440, 8741.312418
13074, 0.296463, 7489.246368
13075, 0.296485, 6207.814977
13076, 0.296508, 4902.053786
13077, 0.296531, 3577.093689
13078, 0.296553, 2238.140771
13079, 0.296576, 890.455854
13080, 0.296599, -460.666173
13081, 0.296621, -1809.917162
13082, 0.296644, -3151.996552
13083, 0.296667, -4481.632200
13084, 0.296689, -5793.601087
13085, 0.296712, -7082.749834
13086, 0.296735, -8344.014951
13087, 0.296757, -9572.442717
13088, 0.296780, -10763.208641
13089, 0.296803, -11911.636410
13090, 0.296825, -13013.216251
13091, 0.296848, -14063.622639
13092, 0.296871, -15058.731289
13093, 0.296893, -15994.635340
13094, 0.296916, -16867.660703
13095, 0.296939, -17674.380475
13096, 0.296961, -18411.628400
13097, 0.296984, -19076.511287
13098, 0.297007, -19666.420373
13099, 0.297029, -20179.041549
13100, 0.297052, -20612.364447
13101, 0.297075, -20964.690318
13102, 0.297098, -21234.638694
13103, 0.297120, -21421.152796
13104, 0.297143, -21523.503672
13105, 0.297166, -21541.293046
13106, 0.297188, -21474.454864
13107, 0.297211, -21323.255544
13108, 0.297234, -21088.292912
13109, 0.297256, -20770.493835
13110, 0.297279, -20371.110570
13111, 0.297302, -19891.715828
13112, 0.297324, -19334.196579
13113, 0.297347, -18700.746626
13114, 0.297370, -17993.857972
13115, 0.297392, -17216.311020
13116, 0.297415, -16371.163631
13117, 0.297438, -15461.739101
13118, 0.297460, -14491.613096
13119, 0.297483, -13464.599587
13120, 0.297506, -12384.735863
13121, 0.297528, -11256.266654
13122, 0.297551, -10083.627448
13123, 0.297574, -8871.427060
13124, 0.297596, -7624.429511
13125, 0.297619, -6347.535313
13126, 0.297642, -5045.762207
13127, 0.297664, -3724.225443
13128, 0.297687, -2388.117684
13129, 0.297710, -1042.688601
13130, 0.297732, 306.775755
13131, 0.297755, 1654.973718
13132, 0.297778, 2996.608839
13133, 0.297800, 4326.410691
13134, 0.297823, 5639.155574
13135, 0.297846, 6929.687035
13136, 0.297868, 8192.936122
13137, 0.297891, 9423.941294
13138, 0.297914, 10617.867909
13139, 0.297937, 11770.027207
13140, 0.297959, 12875.894731
13141, 0.297982, 13931.128088
13142, 0.298005, 14931.584002
13143, 0.298027, 15873.334585
13144, 0.298050, 16752.682753
13145, 0.298073, 17566.176745
13146, 0.298095, 18310.623669
13147, 0.298118, 18983.102035
13148, 0.298141, 19580.973221
13149, 0.298163, 20101.891822
13150, 0.298186, 20543.814858
13151, 0.298209, 20905.009780
13152, 0.298231, 21184.061264
13153, 0.298254, 21379.876759
13154, 0.298277, 21491.690763
13155, 0.298299, 21519.067815
13156, 0.298322, 21461.904190
13157, 0.298345, 21320.428295
13158, 0.298367, 21095.199753
13159, 0.298390, 20787.107191
13160, 0.298413, 20397.364735
13161, 0.298435, 19927.507222
13162, 0.298458, 19379.384160
13163, 0.298481, 18755.152445
13164, 0.298503, 18057.267873
13165, 0.298526, 17288.475484
13166, 0.298549, 16451.798756
13167, 0.298571, 15550.527722
13168, 0.298594, 14588.206030
13169, 0.298617, 13568.617007
13170, 0.298639, 12495.768790
13171, 0.298662, 11373.878568
13172, 0.298685, 10207.356004
13173, 0.298707, 9000.785901
13174, 0.298730, 7758.910185
13175, 0.298753, 6486.609271
13176, 0.298776, 5188.882875
13177, 0.298798, 3870.830377
13178, 0.298821, 2537.630777
13179, 0.298844, 1194.522346
13180, 0.298866, -153.217955
13181, 0.298889, -1500.295205
13182, 0.298912, -2841.417331
13183, 0.298934, -4171.315894
13184, 0.298957, -5484.766787
13185, 0.298980, -6776.610755
13186, 0.299002, -8041.773662
13187, 0.299025, -9275.286422
13188, 0.299048, -10472.304513
13189, 0.299070, -11628.127005
13190, 0.299093, -12738.215024
13191, 0.299116, -13798.209570
13192, 0.299138, -14803.948639
13193, 0.299161, -15751.483564
13194, 0.299184, -16637.094513
13195, 0.299206, -17457.305100
13196, 0.299229, -18208.896025
13197, 0.299252, -18888.917714
13198, 0.299274, -19494.701891
13199, 0.299297, -20023.872050
13200, 0.299320, -20474.352775
13201, 0.299342, -20844.377886
13202, 0.299365, -21132.497357
13203, 0.299388, -21337.583000
13204, 0.299410, -21458.832886
13205, 0.299433, -21495.774477
13206, 0.299456, -21448.266467
13207, 0.299478, -21316.499326
13208, 0.299501, -21100.994533
13209, 0.299524, -20802.602515
13210, 0.299546, -20422.499286
13211, 0.299569, -19962.181821
13212, 0.299592, -19423.462153
13213, 0.299615, -18808.460240
13214, 0.299637, -18119.595629
13215, 0.299660, -17359.577931
13216, 0.299683, -16531.396165
13217, 0.299705, -15638.307003
13218, 0.299728, -14683.821962
13219, 0.299751, -13671.693601
