i, t, s
42939, 0.973673, 5496.808764
42940, 0.973696, 4892.374063
42941, 0.973719, 4268.746678
42942, 0.973741, 3628.377451
42943, 0.973764, 2973.782885
42944, 0.973787, 2307.535253
42945, 0.973810, 1632.252493
42946, 0.973832, 950.587919
42947, 0.973855, 265.219795
42948, 0.973878, -421.159184
42949, 0.973900, -1105.852478
42950, 0.973923, -1786.170287
42951, 0.973946, -2459.440127
42952, 0.973968, -3123.017320
42953, 0.973991, -3774.295387
42954, 0.974014, -4410.716288
42955, 0.974036, -5029.780464
42956, 0.974059, -5629.056657
42957, 0.974082, -6206.191459
42958, 0.974104, -6758.918552
42959, 0.974127, -7285.067609
42960, 0.974150, -7782.572816
42961, 0.974172, -8249.480980
42962, 0.974195, -8683.959203
42963, 0.974218, -9084.302071
42964, 0.974240, -9448.938353
42965, 0.974263, -9776.437164
42966, 0.974286, -10065.513582
42967, 0.974308, -10315.033689
42968, 0.974331, -10524.019018
42969, 0.974354, -10691.650393
42970, 0.974376, -10817.271134
42971, 0.974399, -10900.389635
42972, 0.974422, -10940.681286
42973, 0.974444, -10937.989740
42974, 0.974467, -10892.327521
42975, 0.974490, -10803.875964
42976, 0.974512, -10672.984500
42977, 0.974535, -10500.169270
42978, 0.974558, -10286.111097
42979, 0.974580, -10031.652794
42980, 0.974603, -9737.795854
42981, 0.974626, -9405.696506
42982, 0.974649, -9036.661164
42983, 0.974671, -8632.141288
42984, 0.974694, -8193.727677
42985, 0.974717, -7723.144213
42986, 0.974739, -7222.241081
42987, 0.974762, -6692.987494
42988, 0.974785, -6137.463955
42989, 0.974807, -5557.854076
42990, 0.974830, -4956.435993
42991, 0.974853, -4335.573417
42992, 0.974875, -3697.706339
42993, 0.974898, -3045.341444
42994, 0.974921, -2381.042259
42995, 0.974943, -1707.419079
42996, 0.974966, -1027.118711
42997, 0.974989, -342.814075
42998, 0.975011, 342.806301
42999, 0.975034, 1027.048842
43000, 0.975057, 1707.225505
43001, 0.975079, 2380.664346
43002, 0.975102, 3044.720009
43003, 0.975125, 3696.784124
43004, 0.975147, 4334.295545
43005, 0.975170, 4954.750417
43006, 0.975193, 5555.712005
43007, 0.975215, 6134.820266
43008, 0.975238, 6689.801116
43009, 0.975261, 7218.475361
43010, 0.975283, 7718.767255
43011, 0.975306, 8188.712645
43012, 0.975329, 8626.466689
43013, 0.975351, 9030.311095
43014, 0.975374, 9398.660863
43015, 0.975397, 9730.070511
43016, 0.975420, 10023.239744
43017, 0.975442, 10277.018557
43018, 0.975465, 10490.411745
43019, 0.975488, 10662.582807
43020, 0.975510, 10792.857223
43021, 0.975533, 10880.725101
43022, 0.975556, 10925.843168
43023, 0.975578, 10928.036111
43024, 0.975601, 10887.297262
43025, 0.975624, 10803.788615
43026, 0.975646, 10677.840180
43027, 0.975669, 10509.948679
43028, 0.975692, 10300.775592
43029, 0.975714, 10051.144543
43030, 0.975737, 9762.038063
43031, 0.975760, 9434.593722
43032, 0.975782, 9070.099651
43033, 0.975805, 8669.989474
43034, 0.975828, 8235.836673
43035, 0.975850, 7769.348396
43036, 0.975873, 7272.358748
43037, 0.975896, 6746.821578
43038, 0.975918, 6194.802794
43039, 0.975941, 5618.472251
43040, 0.975964, 5020.095213
43041, 0.975986, 4402.023453
43042, 0.976009, 3766.686010
43043, 0.976032, 3116.579642
43044, 0.976054, 2454.259017
43045, 0.976077, 1782.326670
43046, 0.976100, 1103.422777
43047, 0.976122, 420.214785
43048, 0.976145, -264.613071
43049, 0.976168, -948.370316
43050, 0.976190, -1628.370801
43051, 0.976213, -2301.943258
43052, 0.976236, -2966.441795
43053, 0.976259, -3619.256284
43054, 0.976281, -4257.822622
43055, 0.976304, -4879.632792
43056, 0.976327, -5482.244722
43057, 0.976349, -6063.291873
43058, 0.976372, -6620.492530
43059, 0.976395, -7151.658767
43060, 0.976417, -7654.705032
43061, 0.976440, -8127.656344
43062, 0.976463, -8568.656038
43063, 0.976485, -8975.973060
43064, 0.976508, -9348.008759
43065, 0.976531, -9683.303161
43066, 0.976553, -9980.540702
43067, 0.976576, -10238.555384
43068, 0.976599, -10456.335356
43069, 0.976621, -10633.026874
43070, 0.976644, -10767.937655
43071, 0.976667, -10860.539585
43072, 0.976689, -10910.470790
43073, 0.976712, -10917.537045
43074, 0.976735, -10881.712534
43075, 0.976757, -10803.139941
43076, 0.976780, -10682.129884
43077, 0.976803, -10519.159686
43078, 0.976825, -10314.871491
43079, 0.976848, -10070.069737
43080, 0.976871, -9785.717984
43081, 0.976893, -9462.935126
43082, 0.976916, -9102.990983
43083, 0.976939, -8707.301313
43084, 0.976961, -8277.422236
43085, 0.976984, -7815.044117
43086, 0.977007, -7321.984920
43087, 0.977029, -6800.183062
43088, 0.977052, -6251.689788
43089, 0.977075, -5678.661108
43090, 0.977098, -5083.349326
43091, 0.977120, -4468.094185
43092, 0.977143, -3835.313668
43093, 0.977166, -3187.494502
43094, 0.977188, -2527.182380
43095, 0.977211, -1856.971958
43096, 0.977234, -1179.496664
43097, 0.977256, -497.418342
43098, 0.977279, 186.583195
43099, 0.977302, 869.820705
43100, 0.977324, 1549.610068
43101, 0.977347, 2223.280831
43102, 0.977370, 2888.186700
43103, 0.977392, 3541.715936
43104, 0.977415, 4181.301610
43105, 0.977438, 4804.431690
43106, 0.977460, 5408.658905
43107, 0.977483, 5991.610354
43108, 0.977506, 6550.996830
43109, 0.977528, 7084.621806
43110, 0.977551, 7590.390060
43111, 0.977574, 8066.315903
43112, 0.977596, 8510.530975
43113, 0.977619, 8921.291578
43114, 0.977642, 9296.985522
43115, 0.977664, 9636.138453
43116, 0.977687, 9937.419637
43117, 0.977710, 10199.647185
43118, 0.977732, 10421.792684
43119, 0.977755, 10602.985236
43120, 0.977778, 10742.514868
43121, 0.977800, 10839.835316
43122, 0.977823, 10894.566162
43123, 0.977846, 10906.494323
43124, 0.977868, 10875.574880
43125, 0.977891, 10801.931245
43126, 0.977914, 10685.854672
43127, 0.977937, 10527.803100
43128, 0.977959, 10328.399352
43129, 0.977982, 10088.428677
43130, 0.978005, 9808.835660
43131, 0.978027, 9490.720502
43132, 0.978050, 9135.334692
43133, 0.978073, 8744.076082
43134, 0.978095, 8318.483390
43135, 0.978118, 7860.230151
43136, 0.978141, 7371.118131
43137, 0.978163, 6853.070246
43138, 0.978186, 6308.123002
43139, 0.978209, 5738.418490
43140, 0.978231, 5146.195963
43141, 0.978254, 4533.783038
43142, 0.978277, 3903.586546
43143, 0.978299, 3258.083071
43144, 0.978322, 2599.809221
43145, 0.978345, 1931.351660
43146, 0.978367, 1255.336938
43147, 0.978390, 574.421180
43148, 0.978413, -108.720360
43149, 0.978435, -791.403802
43150, 0.978458, -1470.947189
43151, 0.978481, -2144.681020
43152, 0.978503, -2809.958742
43153, 0.978526, -3464.167137
43154, 0.978549, -4104.736598
43155, 0.978571, -4729.151211
43156, 0.978594, -5334.958646
43157, 0.978617, -5919.779782
43158, 0.978639, -6481.318053
43159, 0.978662, -7017.368464
43160, 0.978685, -7525.826254
43161, 0.978707, -8004.695155
43162, 0.978730, -8452.095233
43163, 0.978753, -8866.270268
43164, 0.978776, -9245.594644
43165, 0.978798, -9588.579737
43166, 0.978821, -9893.879747
43167, 0.978844, -10160.296989
43168, 0.978866, -10386.786583
43169, 0.978889, -10572.460557
43170, 0.978912, -10716.591326
43171, 0.978934, -10818.614545
43172, 0.978957, -10878.131316
43173, 0.978980, -10894.909752
43174, 0.979002, -10868.885874
43175, 0.979025, -10800.163860
43176, 0.979048, -10689.015628
43177, 0.979070, -10535.879756
43178, 0.979093, -10341.359755
43179, 0.979116, -10106.221690
43180, 0.979138, -9831.391163
43181, 0.979161, -9517.949667
43182, 0.979184, -9167.130335
43183, 0.979206, -8780.313084
43184, 0.979229, -8359.019190
43185, 0.979252, -7904.905306
43186, 0.979274, -7419.756942
43187, 0.979297, -6905.481453
43188, 0.979320, -6364.100532
43189, 0.979342, -5797.742268
43190, 0.979365, -5208.632780
43191, 0.979388, -4599.087464
43192, 0.979410, -3971.501897
43193, 0.979433, -3328.342418
43194, 0.979456, -2672.136438
43195, 0.979478, -2005.462509
43196, 0.979501, -1330.940189
43197, 0.979524, -651.219750
43198, 0.979546, 31.028234
43199, 0.979569, 713.123380
43200, 0.979592, 1392.386029
43201, 0.979615, 2066.147770
43202, 0.979637, 2731.761923
43203, 0.979660, 3386.613938
43204, 0.979683, 4028.131662
43205, 0.979705, 4653.795446
43206, 0.979728, 5261.148036
43207, 0.979751, 5847.804228
43208, 0.979773, 6411.460233
43209, 0.979796, 6949.902725
43210, 0.979819, 7461.017531
43211, 0.979841, 7942.797935
43212, 0.979864, 8393.352553
43213, 0.979887, 8810.912759
43214, 0.979909, 9193.839630
43215, 0.979932, 9540.630378
43216, 0.979955, 9849.924244
43217, 0.979977, 10120.507843
43218, 0.980000, 10351.319920
43219, 0.980023, 10541.455514
43220, 0.980045, 10690.169508
43221, 0.980068, 10796.879544
43222, 0.980091, 10861.168307
43223, 0.980113, 10882.785159
43224, 0.980136, 10861.647110
43225, 0.980159, 10797.839143
43226, 0.980181, 10691.613866
43227, 0.980204, 10543.390519
43228, 0.980227, 10353.753314
43229, 0.980249, 10123.449135
43230, 0.980272, 9853.384593
43231, 0.980295, 9544.622465
43232, 0.980317, 9198.377501
43233, 0.980340, 8816.011655
43234, 0.980363, 8399.028719
43235, 0.980385, 7949.068416
43236, 0.980408, 7467.899947
43237, 0.980431, 6957.415038
43238, 0.980454, 6419.620500
43239, 0.980476, 5856.630342
43240, 0.980499, 5270.657460
43241, 0.980522, 4664.004939
43242, 0.980544, 4039.057002
43243, 0.980567, 3398.269637
43244, 0.980590, 2744.160950
43245, 0.980612, 2079.301263
43246, 0.980635, 1406.303022
43247, 0.980658, 727.810524
43248, 0.980680, 46.489532
43249, 0.980703, -634.983199
43250, 0.980726, -1313.930442
43251, 0.980748, -1987.685009
43252, 0.980771, -2653.600237
43253, 0.980794, -3309.060378
43254, 0.980816, -3951.490877
43255, 0.980839, -4578.368482
43256, 0.980862, -5187.231160
43257, 0.980884, -5775.687760
43258, 0.980907, -6341.427407
43259, 0.980930, -6882.228576
43260, 0.980952, -7395.967817
43261, 0.980975, -7880.628089
43262, 0.980998, -8334.306683
43263, 0.981020, -8755.222691
43264, 0.981043, -9141.723995
43265, 0.981066, -9492.293753
43266, 0.981088, -9805.556353
43267, 0.981111, -10080.282809
43268, 0.981134, -10315.395582
43269, 0.981156, -10509.972810
43270, 0.981179, -10663.251917
43271, 0.981202, -10774.632608
43272, 0.981224, -10843.679214
43273, 0.981247, -10870.122399
43274, 0.981270, -10853.860212
43275, 0.981293, -10794.958476
43276, 0.981315, -10693.650526
43277, 0.981338, -10550.336281
43278, 0.981361, -10365.580669
43279, 0.981383, -10140.111395
43280, 0.981406, -9874.816082
43281, 0.981429, -9570.738770
43282, 0.981451, -9229.075810
43283, 0.981474, -8851.171159
43284, 0.981497, -8438.511089
43285, 0.981519, -7992.718346
43286, 0.981542, -7515.545765
43287, 0.981565, -7008.869383
43288, 0.981587, -6474.681057
43289, 0.981610, -5915.080637
43290, 0.981633, -5332.267713
43291, 0.981655, -4728.532965
43292, 0.981678, -4106.249165
43293, 0.981701, -3467.861847
43294, 0.981723, -2815.879698
43295, 0.981746, -2152.864702
43296, 0.981769, -1481.422066
43297, 0.981791, -804.189992
43298, 0.981814, -123.829304
43299, 0.981837, 556.987003
43300, 0.981859, 1235.584265
43301, 0.981882, 1909.296658
43302, 0.981905, 2575.477668
43303, 0.981927, 3231.510490
43304, 0.981950, 3874.818305
43305, 0.981973, 4502.874402
43306, 0.981995, 5113.212102
43307, 0.982018, 5703.434447
43308, 0.982041, 6271.223613
43309, 0.982063, 6814.350009
43310, 0.982086, 7330.681037
43311, 0.982109, 7818.189464
43312, 0.982132, 8274.961379
43313, 0.982154, 8699.203711
43314, 0.982177, 9089.251262
43315, 0.982200, 9443.573251
43316, 0.982222, 9760.779314
43317, 0.982245, 10039.624964
43318, 0.982268, 10279.016473
43319, 0.982290, 10478.015161
43320, 0.982313, 10635.841076
43321, 0.982336, 10751.876053
43322, 0.982358, 10825.666136
43323, 0.982381, 10856.923349
43324, 0.982404, 10845.526824
43325, 0.982426, 10791.523269
43326, 0.982449, 10695.126773
43327, 0.982472, 10556.717960
43328, 0.982494, 10376.842485
43329, 0.982517, 10156.208886
43330, 0.982540, 9895.685787
43331, 0.982562, 9596.298485
43332, 0.982585, 9259.224908
43333, 0.982608, 8885.790989
43334, 0.982630, 8477.465442
43335, 0.982653, 8035.853989
43336, 0.982676, 7562.693048
43337, 0.982698, 7059.842900
43338, 0.982721, 6529.280382
43339, 0.982744, 5973.091107
43340, 0.982766, 5393.461275
43341, 0.982789, 4792.669071
43342, 0.982812, 4173.075717
43343, 0.982834, 3537.116189
43344, 0.982857, 2887.289649
43345, 0.982880, 2226.149624
43346, 0.982902, 1556.293969
43347, 0.982925, 880.354663
43348, 0.982948, 200.987465
43349, 0.982971, -479.138520
43350, 0.982993, -1157.351325
43351, 0.983016, -1830.986622
43352, 0.983039, -2497.398188
43353, 0.983061, -3153.968296
43354, 0.983084, -3798.118005
43355, 0.983107, -4427.317280
43356, 0.983129, -5039.094939
43357, 0.983152, -5631.048354
43358, 0.983175, -6200.852885
43359, 0.983197, -6746.271012
43360, 0.983220, -7265.161122
43361, 0.983243, -7755.485914
43362, 0.983265, -8215.320404
43363, 0.983288, -8642.859475
43364, 0.983311, -9036.424970
43365, 0.983333, -9394.472275
43366, 0.983356, -9715.596382
43367, 0.983379, -9998.537404
43368, 0.983401, -10242.185514
43369, 0.983424, -10445.585304
43370, 0.983447, -10607.939525
43371, 0.983469, -10728.612216
43372, 0.983492, -10807.131197
43373, 0.983515, -10843.189909
43374, 0.983537, -10836.648619
43375, 0.983560, -10787.534957
43376, 0.983583, -10696.043800
43377, 0.983605, -10562.536502
43378, 0.983628, -10387.539461
43379, 0.983651, -10171.742050
43380, 0.983673, -9915.993897
43381, 0.983696, -9621.301542
43382, 0.983719, -9288.824473
43383, 0.983741, -8919.870569
43384, 0.983764, -8515.890949
43385, 0.983787, -8078.474268
43386, 0.983810, -7609.340472
43387, 0.983832, -7110.334029
43388, 0.983855, -6583.416681
43389, 0.983878, -6030.659734
43390, 0.983900, -5454.235909
43391, 0.983923, -4856.410810
43392, 0.983946, -4239.534011
43393, 0.983968, -3606.029829
43394, 0.983991, -2958.387790
43395, 0.984014, -2299.152852
43396, 0.984036, -1630.915398
43397, 0.984059, -956.301064
43398, 0.984082, -277.960415
43399, 0.984104, 401.441460
43400, 0.984127, 1079.235429
43401, 0.984150, 1752.758793
43402, 0.984172, 2419.365756
43403, 0.984195, 3076.437809
43404, 0.984218, 3721.394025
43405, 0.984240, 4351.701187
43406, 0.984263, 4964.883747
43407, 0.984286, 5558.533543
43408, 0.984308, 6130.319259
43409, 0.984331, 6677.995579
43410, 0.984354, 7199.412005
43411, 0.984376, 7692.521300
43412, 0.984399, 8155.387526
43413, 0.984422, 8586.193649
43414, 0.984444, 8983.248663
43415, 0.984467, 9344.994237
43416, 0.984490, 9670.010824
43417, 0.984512, 9957.023236
43418, 0.984535, 10204.905643
43419, 0.984558, 10412.685994
43420, 0.984580, 10579.549826
43421, 0.984603, 10704.843456
43422, 0.984626, 10788.076541
43423, 0.984649, 10828.924003
43424, 0.984671, 10827.227291
43425, 0.984694, 10782.994999
43426, 0.984717, 10696.402826
43427, 0.984739, 10567.792879
43428, 0.984762, 10397.672318
43429, 0.984785, 10186.711358
43430, 0.984807, 9935.740628
43431, 0.984830, 9645.747902
43432, 0.984853, 9317.874211
43433, 0.984875, 8953.409350
43434, 0.984898, 8553.786811
43435, 0.984921, 8120.578136
43436, 0.984943, 7655.486746
43437, 0.984966, 7160.341237
43438, 0.984989, 6637.088191
43439, 0.985011, 6087.784525
43440, 0.985034, 5514.589407
43441, 0.985057, 4919.755763
43442, 0.985079, 4305.621429
43443, 0.985102, 3674.599957
43444, 0.985125, 3029.171132
43445, 0.985147, 2371.871230
43446, 0.985170, 1705.283043
43447, 0.985193, 1032.025742
43448, 0.985215, 354.744575
43449, 0.985238, -323.899520
43450, 0.985261, -1001.240373
43451, 0.985283, -1674.617052
43452, 0.985306, -2341.384322
43453, 0.985329, -2998.923032
43454, 0.985351, -3644.650406
43455, 0.985374, -4276.030186
43456, 0.985397, -4890.582595
43457, 0.985420, -5485.894076
43458, 0.985442, -6059.626771
43459, 0.985465, -6609.527704
43460, 0.985488, -7133.437623
43461, 0.985510, -7629.299483
43462, 0.985533, -8095.166523
43463, 0.985556, -8529.209906
43464, 0.985578, -8929.725900
43465, 0.985601, -9295.142564
43466, 0.985624, -9624.025921
43467, 0.985646, -9915.085583
43468, 0.985669, -10167.179813
43469, 0.985692, -10379.320005
43470, 0.985714, -10550.674561
43471, 0.985737, -10680.572150
43472, 0.985760, -10768.504338
43473, 0.985782, -10814.127580
43474, 0.985805, -10817.264560
43475, 0.985828, -10777.904880
43476, 0.985850, -10696.205097
43477, 0.985873, -10572.488093
43478, 0.985896, -10407.241808
43479, 0.985918, -10201.117308
43480, 0.985941, -9954.926225
43481, 0.985964, -9669.637556
43482, 0.985986, -9346.373856
43483, 0.986009, -8986.406815
43484, 0.986032, -8591.152258
43485, 0.986054, -8162.164574
43486, 0.986077, -7701.130607
43487, 0.986100, -7209.863022
43488, 0.986122, -6690.293173
43489, 0.986145, -6144.463518
43490, 0.986168, -5574.519584
43491, 0.986190, -4982.701537
43492, 0.986213, -4371.335375
43493, 0.986236, -3742.823787
43494, 0.986259, -3099.636710
43495, 0.986281, -2444.301622
43496, 0.986304, -1779.393614
43497, 0.986327, -1107.525265
43498, 0.986349, -431.336381
43499, 0.986372, 246.516378
43500, 0.986395, 923.369937
43501, 0.986417, 1596.565264
43502, 0.986440, 2263.457824
43503, 0.986463, 2921.427958
43504, 0.986485, 3567.891183
43505, 0.986508, 4200.308335
43506, 0.986531, 4816.195548
43507, 0.986553, 5413.134009
43508, 0.986576, 5988.779455
43509, 0.986599, 6540.871380
43510, 0.986621, 7067.241914
43511, 0.986644, 7565.824334
43512, 0.986667, 8034.661177
43513, 0.986689, 8471.911929
43514, 0.986712, 8875.860245
43515, 0.986735, 9244.920693
43516, 0.986757, 9577.644969
43517, 0.986780, 9872.727587
43518, 0.986803, 10129.010997
43519, 0.986825, 10345.490129
43520, 0.986848, 10521.316331
43521, 0.986871, 10655.800699
43522, 0.986893, 10748.416776
43523, 0.986916, 10798.802609
43524, 0.986939, 10806.762170
43525, 0.986961, 10772.266113
43526, 0.986984, 10695.451883
43527, 0.987007, 10576.623171
43528, 0.987029, 10416.248710
43529, 0.987052, 10214.960429
43530, 0.987075, 9973.550962
43531, 0.987098, 9692.970524
43532, 0.987120, 9374.323175
43533, 0.987143, 9018.862475
43534, 0.987166, 8627.986549
43535, 0.987188, 8203.232592
43536, 0.987211, 7746.270821
43537, 0.987234, 7258.897909
43538, 0.987256, 6743.029920
43539, 0.987279, 6200.694776
43540, 0.987302, 5634.024285
43541, 0.987324, 5045.245764
43542, 0.987347, 4436.673280
43543, 0.987370, 3810.698557
43544, 0.987392, 3169.781579
43545, 0.987415, 2516.440918
43546, 0.987438, 1853.243840
43547, 0.987460, 1182.796217
43548, 0.987483, 507.732287
43549, 0.987506, -169.295697
43550, 0.987528, -845.627886
43551, 0.987551, -1518.607283
43552, 0.987574, -2185.590187
43553, 0.987596, -2843.956571
43554, 0.987619, -3491.120379
43555, 0.987642, -4124.539684
43556, 0.987664, -4741.726669
43557, 0.987687, -5340.257398
43558, 0.987710, -5917.781342
43559, 0.987732, -6472.030603
43560, 0.987755, -7000.828821
43561, 0.987778, -7502.099725
43562, 0.987800, -7973.875277
43563, 0.987823, -8414.303406
43564, 0.987846, -8821.655276
43565, 0.987868, -9194.332072
43566, 0.987891, -9530.871274
43567, 0.987914, -9829.952399
43568, 0.987937, -10090.402180
43569, 0.987959, -10311.199172
43570, 0.987982, -10491.477754
43571, 0.988005, -10630.531523
43572, 0.988027, -10727.816066
43573, 0.988050, -10782.951085
43574, 0.988073, -10795.721890
43575, 0.988095, -10766.080231
43576, 0.988118, -10694.144482
43577, 0.988141, -10580.199165
43578, 0.988163, -10424.693829
43579, 0.988186, -10228.241276
43580, 0.988209, -9991.615141
43581, 0.988231, -9715.746852
43582, 0.988254, -9401.721961
43583, 0.988277, -9050.775869
43584, 0.988299, -8664.288973
43585, 0.988322, -8243.781230
43586, 0.988345, -7790.906181
43587, 0.988367, -7307.444453
43588, 0.988390, -6795.296750
43589, 0.988413, -6256.476390
43590, 0.988435, -5693.101381
43591, 0.988458, -5107.386103
43592, 0.988481, -4501.632599
43593, 0.988503, -3878.221531
43594, 0.988526, -3239.602821
43595, 0.988549, -2588.286026
43596, 0.988571, -1926.830473
43597, 0.988594, -1257.835205
43598, 0.988617, -583.928767
43599, 0.988639, 92.241122
43600, 0.988662, 768.017969
43601, 0.988685, 1440.746948
43602, 0.988707, 2107.785325
43603, 0.988730, 2766.512842
43604, 0.988753, 3414.342012
43605, 0.988776, 4048.728278
43606, 0.988798, 4667.180011
43607, 0.988821, 5267.268295
43608, 0.988844, 5846.636466
43609, 0.988866, 6403.009369
43610, 0.988889, 6934.202289
43611, 0.988912, 7438.129532
43612, 0.988934, 7912.812617
43613, 0.988957, 8356.388036
43614, 0.988980, 8767.114579
43615, 0.989002, 9143.380162
43616, 0.989025, 9483.708157
43617, 0.989048, 9786.763187
43618, 0.989070, 10051.356367
43619, 0.989093, 10276.449964
43620, 0.989116, 10461.161470
43621, 0.989138, 10604.767064
43622, 0.989161, 10706.704441
43623, 0.989184, 10766.575023
43624, 0.989206, 10784.145512
43625, 0.989229, 10759.348797
43626, 0.989252, 10692.284217
43627, 0.989274, 10583.217156
43628, 0.989297, 10432.578000
43629, 0.989320, 10240.960431
43630, 0.989342, 10009.119094
43631, 0.989365, 9737.966619
43632, 0.989388, 9428.570036
43633, 0.989410, 9082.146568
43634, 0.989433, 8700.058848
43635, 0.989456, 8283.809557
43636, 0.989478, 7835.035512
43637, 0.989501, 7355.501236
43638, 0.989524, 6847.092013
43639, 0.989546, 6311.806480
43640, 0.989569, 5751.748770
43641, 0.989592, 5169.120238
43642, 0.989615, 4566.210814
43643, 0.989637, 3945.389995
43644, 0.989660, 3309.097541
43645, 0.989683, 2659.833880
43646, 0.989705, 2000.150286
43647, 0.989728, 1332.638854
43648, 0.989751, 659.922312
43649, 0.989773, -15.356282
43650, 0.989796, -690.543923
43651, 0.989819, -1362.988085
43652, 0.989841, -2030.047140
43653, 0.989864, -2689.100736
43654, 0.989887, -3337.560089
43655, 0.989909, -3972.878154
43656, 0.989932, -4592.559627
43657, 0.989955, -5194.170748
43658, 0.989977, -5775.348856
43659, 0.990000, -6333.811673
43660, 0.990023, -6867.366262
43661, 0.990045, -7373.917638
43662, 0.990068, -7851.476997
43663, 0.990091, -8298.169524
43664, 0.990113, -8712.241748
43665, 0.990136, -9092.068433
43666, 0.990159, -9436.158952
43667, 0.990181, -9743.163136
43668, 0.990204, -10011.876576
43669, 0.990227, -10241.245347
43670, 0.990249, -10430.370137
43671, 0.990272, -10578.509781
43672, 0.990295, -10685.084157
43673, 0.990317, -10749.676464
43674, 0.990340, -10772.034851
43675, 0.990363, -10752.073395
43676, 0.990385, -10689.872437
43677, 0.990408, -10585.678253
43678, 0.990431, -10439.902083
43679, 0.990454, -10253.118506
43680, 0.990476, -10026.063178
43681, 0.990499, -9759.629930
43682, 0.990522, -9454.867253
43683, 0.990544, -9112.974171
43684, 0.990567, -8735.295521
43685, 0.990590, -8323.316670
43686, 0.990612, -7878.657666
43687, 0.990635, -7403.066870
43688, 0.990658, -6898.414083
43689, 0.990680, -6366.683193
43690, 0.990703, -5809.964376
43691, 0.990726, -5230.445882
43692, 0.990748, -4630.405431
43693, 0.990771, -4012.201262
43694, 0.990794, -3378.262865
43695, 0.990816, -2731.081433
43696, 0.990839, -2073.200072
43697, 0.990862, -1407.203808
43698, 0.990884, -735.709432
43699, 0.990907, -61.355212
43700, 0.990930, 613.209464
43701, 0.990952, 1285.334504
43702, 0.990975, 1952.379521
43703, 0.990998, 2611.724202
43704, 0.991020, 3260.778608
43705, 0.991043, 3896.993341
43706, 0.991066, 4517.869561
43707, 0.991088, 5120.968801
43708, 0.991111, 5703.922541
43709, 0.991134, 6264.441513
43710, 0.991156, 6800.324689
43711, 0.991179, 7309.467926
43712, 0.991202, 7789.872225
43713, 0.991224, 8239.651582
43714, 0.991247, 8657.040388
43715, 0.991270, 9040.400369
43716, 0.991293, 9388.227004
43717, 0.991315, 9699.155440
43718, 0.991338, 9971.965843
43719, 0.991361, 10205.588182
43720, 0.991383, 10399.106431
43721, 0.991406, 10551.762155
43722, 0.991429, 10662.957488
43723, 0.991451, 10732.257469
43724, 0.991474, 10759.391747
43725, 0.991497, 10744.255636
43726, 0.991519, 10686.910516
43727, 0.991542, 10587.583587
43728, 0.991565, 10446.666965
43729, 0.991587, 10264.716141
43730, 0.991610, 10042.447783
43731, 0.991633, 9780.736920
43732, 0.991655, 9480.613493
43733, 0.991678, 9143.258304
43734, 0.991701, 8769.998369
43735, 0.991723, 8362.301698
43736, 0.991746, 7921.771525
43737, 0.991769, 7450.139996
43738, 0.991791, 6949.261365
43739, 0.991814, 6421.104703
43740, 0.991837, 5867.746153
43741, 0.991859, 5291.360772
43742, 0.991882, 4694.213984
43743, 0.991905, 4078.652669
43744, 0.991927, 3447.095946
43745, 0.991950, 2802.025663
43746, 0.991973, 2145.976646
43747, 0.991995, 1481.526734
43748, 0.992018, 811.286655
43749, 0.992041, 137.889765
43750, 0.992063, -536.018297
43751, 0.992086, -1207.790005
43752, 0.992109, -1874.786345
43753, 0.992132, -2534.387184
43754, 0.992154, -3184.001560
43755, 0.992177, -3821.077863
43756, 0.992200, -4443.113854
43757, 0.992222, -5047.666496
43758, 0.992245, -5632.361546
43759, 0.992268, -6194.902884
43760, 0.992290, -6733.081522
43761, 0.992313, -7244.784286
43762, 0.992336, -7728.002112
43763, 0.992358, -8180.837929
43764, 0.992381, -8601.514113
43765, 0.992404, -8988.379460
43766, 0.992426, -9339.915672
43767, 0.992449, -9654.743312
43768, 0.992472, -9931.627217
43769, 0.992494, -10169.481349
43770, 0.992517, -10367.373047
43771, 0.992540, -10524.526689
43772, 0.992562, -10640.326732
43773, 0.992585, -10714.320121
43774, 0.992608, -10746.218064
43775, 0.992630, -10735.897155
43776, 0.992653, -10683.399855
43777, 0.992676, -10588.934318
43778, 0.992698, -10452.873563
43779, 0.992721, -10275.754001
43780, 0.992744, -10058.273323
43781, 0.992766, -9801.287751
43782, 0.992789, -9505.808665
43783, 0.992812, -9172.998625
43784, 0.992834, -8804.166796
43785, 0.992857, -8400.763797
43786, 0.992880, -7964.375998
43787, 0.992902, -7496.719281
43788, 0.992925, -6999.632292
43789, 0.992948, -6475.069213
43790, 0.992971, -5925.092079
43791, 0.992993, -5351.862673
43792, 0.993016, -4757.634029
43793, 0.993039, -4144.741575
43794, 0.993061, -3515.593957
43795, 0.993084, -2872.663570
43796, 0.993107, -2218.476843
43797, 0.993129, -1555.604316
43798, 0.993152, -886.650529
43799, 0.993175, -214.243800
43800, 0.993197, 458.974109
43801, 0.993220, 1130.358370
43802, 0.993243, 1797.271477
43803, 0.993265, 2457.093610
43804, 0.993288, 3107.232924
43805, 0.993311, 3745.135734
43806, 0.993333, 4368.296539
43807, 0.993356, 4974.267870
43808, 0.993379, 5560.669898
43809, 0.993401, 6125.199781
43810, 0.993424, 6665.640710
43811, 0.993447, 7179.870609
43812, 0.993469, 7665.870474
43813, 0.993492, 8121.732293
43814, 0.993515, 8545.666543
43815, 0.993537, 8936.009210
